title_en,title_am,similarity_score,alternative_position,reason
Senior Executive - Standardization,ሲኒየር አስፈፃሚ መደበኛነት,0.0,Senior Standards Officer,Executive role focused on standardization.
Senior Expert in Seed Sector Governance,በዘር ዘርፍ አስተዳደር ውስጥ ከፍተኛ ኤክስፐር,0.0,Senior Seed Sector Governance Advisor,Expertise in seed sector governance.
Senior Export Lead,ከፍተኛ የኤክስፖርት አመራር,0.0,Senior Export Manager,Senior Export Lead equivalent to Export Manager
Senior F and B Cost Controller,ከፍተኛ የኤፍ እና ቢ ወጪ ተቆጣጣሪ,0.0,Senior Food and Beverage Cost Controller,"F and B stands for Food and Beverage, common in hospitality"
Senior Field Epidemiology Resident TA,ሲኒየር መስክ ኤፒዲሚዮሎጂ ነዋሪ TA,0.0,Senior Field Epidemiologist,Field Epidemiology Resident TA maps to Field Epidemiologist
Senior Field Service Engineer,ከፍተኛ የመስክ አገልግሎት መሐንዲስ,0.0,Senior Field Service Engineer,Directly matches standard title
Senior Finance & Investment Appraisal officer,ከፍተኛ የፋይናንስ እና የኢንቨስትመንት ግምገማ መኮንን,0.0,Senior Investment Officer,Finance and Investment Appraisal officer equivalent to Investment Officer
Senior Fleet Dispacher,ሲኒየር ፍሊት አስተላላፊ,0.0,Senior Fleet Dispatcher,Corrected spelling to standard Fleet Dispatcher
Senior Food Security Livelihoods and Resilience Advisor,ከፍተኛ የምግብ ዋስትና መተዳደሪያ እና የመቋቋም አማካሪ,0.0,Senior Food Security and Livelihoods Advisor,"Common NGO title, shortened to standard"
Senior Foreign Purchaser,ከፍተኛ የውጭ አገር ገዥ,0.0,Senior Procurement Officer (International),Foreign Purchaser equivalent to Procurement Officer focusing on imports
Senior Fraud Management Officer,ከፍተኛ የማጭበርበር አስተዳደር ኦፊሰር,0.0,Senior Fraud Officer,Simplified to standard Fraud Officer
Senior Functional Consultant,ሲኒየር ተግባራዊ አማካሪ,0.0,Senior Functional Consultant,Directly matches standard title
Senior Galileo Agent,ሲኒየር ጋሊልዮ ወኪል,0.0,Senior Travel Consultant,Galileo Agent refers to travel reservation role
Senior Garage Clerk and Archive,ሲኒየር ጋራጅ ጸሐፊ እና መዝገብ ቤት,0.0,Senior Fleet Administrator,Garage Clerk and Archive maps to fleet administrative role
Senior Gender Advisor,ከፍተኛ የሥርዓተ-ፆታ አማካሪ,0.0,Senior Gender Advisor,Directly matches standard title
Senior Gender and Human Right Technical Advisor,ከፍተኛ የስርዓተ-ፆታ እና የሰብአዊ መብት ቴክኒካል አማካሪ,0.0,Senior Gender and Human Rights Advisor,Simplified to standard title
Senior Gender and Inclusion Advisor,ከፍተኛ የስርዓተ-ፆታ እና ማካተት አማካሪ,0.0,Senior Gender and Inclusion Advisor,Directly matches standard title
Senior Gender and Social Transformation Advisor,ከፍተኛ የስርዓተ-ፆታ እና ማህበራዊ ትራንስፎርሜሽን አማካሪ,0.0,Senior Gender and Social Development Advisor,Social Transformation similar to Social Development
Senior Gender Coordinator,ከፍተኛ የሥርዓተ-ፆታ አስተባባሪ,0.0,Senior Gender Coordinator,Directly matches standard title
Senior Gender Equality & Social Inclusion Advisor,ከፍተኛ የፆታ እኩልነት እና ማህበራዊ ማካተት አማካሪ,0.0,Senior Gender Equality and Social Inclusion (GESI) Advisor,Directly matches often abbreviated GESI
Senior GESI Advisor,ከፍተኛ የ GESI አማካሪ,0.0,Senior GESI Advisor,Directly matches standard abbreviation
Senior GIS Expert,ከፍተኛ የጂአይኤስ ባለሙያ,0.0,Senior GIS Specialist,GIS Expert equivalent to GIS Specialist
Senior Go Developer,ሲኒየር ሂድ ገንቢ,0.0,Senior Software Developer,"Go is a programming language, standardized to software developer."
Senior Golang Backend Developer,ከፍተኛ የጎላንግ ጀርባ ገንቢ,0.0,Senior Backend Developer,"Golang is Go, backend developer is the standard role."
Senior Golang Backend Engineer,ሲኒየር Golang Backend መሐንዲስ,0.0,Senior Backend Engineer,Golang backend engineer maps to backend engineer.
Senior Gov’t Liaison and Reporting Officer,ከፍተኛ የመንግስት ግንኙነት እና ሪፖርት ኦፊሰር,0.0,Senior Government Relations Officer,Gov’t Liaison and Reporting Officer is commonly known as Government Relations Officer.
Senior GP with license,ፈቃድ ያለው ሲኒየር GP,0.0,Senior General Practitioner,"GP stands for General Practitioner, license is implied."
Senior Health and Nutrition Office,ከፍተኛ ጤና እና አመጋገብ ቢሮ,0.0,Senior Health and Nutrition Officer,Office likely means officer; standardized to officer role.
Senior Health Care Financing & Resource Mobilization Advisor,ከፍተኛ የጤና እንክብካቤ ፋይናንስ እና የንብረት ማሰባሰብ አማካሪ,0.0,Senior Health Finance Advisor,Simplified from health care financing and resource mobilization advisor.
Senior Health Data Expert,ከፍተኛ የጤና መረጃ ባለሙያ,0.0,Senior Health Data Analyst,Health data expert is typically a data analyst role.
Senior Heavy Duty Mechanic,ሲኒየር ከባድ ተረኛ መካኒክ,0.0,Senior Heavy Equipment Mechanic,Heavy duty mechanic refers to heavy equipment in Ethiopian context.
Senior HR Business Partner - Factory,ሲኒየር HR የንግድ አጋር - ፋብሪካ,0.0,Senior HR Business Partner,Factory is context; standard title is HR Business Partner.
Senior Hygiene & Sanitation Expert,ከፍተኛ የንፅህና እና የንፅህና ባለሙያ,0.0,Senior Hygiene and Sanitation Officer,Expert role is often titled as officer in this field.
Senior ICU Nurse,ሲኒየር ICU ነርስ,0.0,Senior Intensive Care Unit Nurse,ICU stands for Intensive Care Unit.
Senior IFB Accounts & Operation Officer,ከፍተኛ የIFB መለያዎች እና ኦፕሬሽን ኦፊሰር,0.0,Senior Islamic Banking Accounts Officer,IFB likely means Islamic Finance/Banking; accounts and operations officer.
Senior IFB Financing Portfolio and Recovery Mg’t Officer,ሲኒየር IFB ፋይናንሲንግ ፖርትፎሊዮ እና የማገገሚያ ኤምጂት ኦፊሰር,0.0,Senior Islamic Banking Portfolio Manager,Simplified from financing portfolio and recovery management officer.
Senior IFB Officer,ከፍተኛ የ IFB ኦፊሰር,0.0,Senior Islamic Banking Officer,Generic IFB officer mapped to Islamic banking officer.
Senior IFB Resource Mobilization Officer,ከፍተኛ የIFB ሃብት ማሰባሰብ ኦፊሰር,0.0,Senior Islamic Banking Resource Mobilization Officer,"Kept as is, IFB expanded to Islamic Banking."
Senior Import Expeditor,ከፍተኛ አስመጪ ኤክስፔዲተር,0.0,Senior Import Coordinator,Import expeditor is typically an import coordinator.
Senior Import Lead,ከፍተኛ የማስመጣት መሪ,0.0,Senior Import Manager,Lead implies a managerial role.
Senior Internal Controller I,ከፍተኛ የውስጥ መቆጣጠሪያ I,0.0,Senior Internal Auditor,Internal controller is often synonymous with internal auditor.
Senior IT support personal,ሲኒየር የአይቲ ድጋፍ የግል,0.0,Senior IT Support Specialist,Personal is likely personnel; specialist is standard title.
Senior Javascript Team Leader,ከፍተኛ የጃቫስክሪፕት ቡድን መሪ,0.0,Senior Software Development Team Lead,JavaScript team leadership maps to general software development team lead.
Senior KYC and CDD Officer,ከፍተኛ የKYC እና የሲዲዲ ኦፊሰር,0.0,Senior Compliance Officer,KYC and CDD are core compliance functions.
"Senior KYC, Mobile & Agent Banking officer",ሲኒየር KYC፣ ​​የሞባይል እና ወኪል የባንክ ኦፊሰር,0.0,Senior Digital Banking Officer,KYC combined with mobile and agent banking aligns with digital banking.
Senior Label Machine Operator,ሲኒየር መለያ ማሽን ኦፕሬተር,0.0,Senior Machine Operator,Label machine operation is a specialized machine operator role.
Senior LAN/WLAN Engineer,ሲኒየር LAN/WLAN መሐንዲስ,0.0,Senior Network Engineer,LAN/WLAN engineering is a subset of network engineering.
Senior Light Vehicle & Auxiliary Mechanic,ሲኒየር ቀላል ተሽከርካሪ እና ረዳት መካኒክ,0.0,Senior Automotive Mechanic,Light vehicle mechanic with auxiliary skills fits automotive mechanic.
Senior Light Vehicle Mechanic,ሲኒየር ብርሃን ተሽከርካሪ መካኒክ,0.0,Senior Automotive Mechanic,Light vehicle mechanic is an automotive mechanic role.
Senior Logistic and Foreign Purchase Officer,ከፍተኛ የሎጂስቲክስ እና የውጭ ግዢ ኦፊሰር,0.0,Senior Logistics and Procurement Officer,Logistics and foreign purchase combine logistics and procurement.
Senior M&E Specialist,ከፍተኛ M&E ስፔሻሊስት,0.0,Senior Monitoring and Evaluation Specialist,M&E stands for Monitoring and Evaluation.
Senior Manager for Program Performance and Capacity Development,የፕሮግራም አፈጻጸም እና አቅም ልማት ከፍተኛ ሥራ አስኪያጅ,0.0,Senior Program Manager,Program performance and capacity development is typical for program management.
Senior Market System Development (MSD) Specialist – Ethiopia Country Office,ሲኒየር ገበያ ሥርዓት ልማት (ኤምኤስዲ) ስፔሻሊስት – የኢትዮጵያ አገር ቢሮ,0.0,Senior Market Systems Development Specialist,MSD is Market Systems Development.
Senior Material & Stock Controller,ከፍተኛ ቁሳቁስ እና የአክሲዮን ተቆጣጣሪ,0.0,Senior Inventory Controller,Material and stock control is inventory management.
"Senior Maternal, Newborn and Child Health (MNCH) Advisor",ከፍተኛ የእናቶች፣ አራስ እና ልጅ ጤና (MNCH) አማካሪ,0.0,Senior Maternal and Child Health Advisor,"MNCH covers maternal, newborn, and child health."
Senior MEAN stack developer,ሲኒየር MEAN ቁልል ገንቢ,0.0,Senior Full Stack Developer,MEAN stack is a full stack JavaScript framework.
Senior MEL Specialist,ከፍተኛ የMEL ስፔሻሊስት,0.0,"Senior Monitoring, Evaluation, and Learning Specialist","MEL expands to Monitoring, Evaluation, and Learning."
Senior Merchant & Agent Service Officer,ከፍተኛ ነጋዴ እና ወኪል አገልግሎት ኦፊሰር,0.0,Senior Merchant Services Officer,Merchant and agent service focuses on merchant services.
Senior Merchant & POS Management Officer,ሲኒየር ነጋዴ እና POS አስተዳደር ኦፊሰር,0.0,Senior Point of Sale (POS) Manager,Merchant and POS management relates to POS systems.
Senior MF and Retail CRM,ሲኒየር ኤምኤፍ እና የችርቻሮ CRM,0.0,Senior Customer Relationship Manager,MF (microfinance) and retail CRM is customer relationship management.
"Senior Micro, Small, & Medium Enterprises/MSME. Relationship Officer",ሲኒየር ጥቃቅን፣ አነስተኛ እና መካከለኛ ኢንተርፕራይዞች/MSME ግንኙነት መኮንን,0.0,Senior MSME Relationship Officer,"MSME stands for Micro, Small, and Medium Enterprises."
Senior Microsoft Dynamics Developer,ከፍተኛ የማይክሮሶፍት ዳይናሚክስ ገንቢ,0.0,Senior Microsoft Dynamics 365 Developer,Microsoft Dynamics developer typically refers to Dynamics 365.
Senior Mobile and Internet Banking Officer,ከፍተኛ የሞባይል እና የበይነመረብ ባንክ ኦፊሰር,0.0,Senior Digital Banking Officer,Mobile and internet banking are core digital banking channels.
"Senior Motivation, Training & Development Officer",ከፍተኛ ተነሳሽነት፣ ስልጠና እና ልማት ኦፊሰር,0.0,Senior Training and Development Officer,Motivation is part of training and development focus.
Senior Motor Winder,ሲኒየር ሞተር ዊንደር,0.0,Senior Electrical Technician (Motor Winding),Motor winding is a specialized electrical maintenance task.
Senior National Onchocerciasis Elimination Program Coordinator,ሲኒየር ብሔራዊ ኦንኮሰርሲየስ ማስወገጃ ፕሮግራም አስተባባሪ,0.0,Senior Public Health Program Coordinator,Onchocerciasis elimination is a public health program.
Senior Neonatal Intensive Care Unit (NICU) Nurse,ከፍተኛ የአራስ ሕፃን ከፍተኛ እንክብካቤ ክፍል (NICU) ነርስ,0.0,Senior Neonatal Nurse,NICU nursing is specialized neonatal care.
Senior Nestjs and Nextjs Developer,ሲኒየር Nestjs እና Nextjs ገንቢ,0.0,Senior Full Stack Developer,NestJS and Next.js represent both backend and frontend skills.
Senior Non Funded Business Officer (Interest Free Banking Department),በገንዘብ ያልተደገፈ ከፍተኛ የንግድ ሥራ ኃላፊ (ከወለድ ነፃ የባንክ ዲፓርትመንት),0.0,Senior Islamic Banking Officer,Non-funded business is typical in interest-free (Islamic) banking.
Senior Nurse- Migration Health,ሲኒየር ነርስ- የፍልሰት ጤና,0.0,Senior Migration Health Nurse,Focus on health services for migrants.
Senior OdooERP functional consultant,ሲኒየር OdooERP ተግባራዊ አማካሪ,0.0,Senior ERP Functional Consultant (Odoo),OdooERP is an ERP system; functional consultant role.
Senior Officer- Subgrant,ከፍተኛ መኮንን ንዑስ ክፍል,0.0,Senior Subgrant Officer,Subgrant management is a standard officer role.
