title_en,title_am,similarity_score,alternative_position,reason
Facebook & Instagram ads promoter,,0,Social Media Promoter,Promoting ads on Facebook and Instagram is a social media promotion role.
Facebook Marketplace Seller,,0,E-commerce Specialist,"Facebook Marketplace Seller involves online selling, which aligns with e-commerce roles in Ethiopia."
Facebook page Ad feedback,,0,Social Media Analyst,"Facebook page ad feedback focuses on analyzing ad performance, similar to a social media analyst."
Facialist,,0,Esthetician,"Facialist is a skincare specialist, commonly known as an esthetician in Ethiopia."
Facilitate Custodian,,0,Custodian,Facilitate Custodian is a redundant title for a custodian or cleaner.
Facilitate Custodian/Cleaner,,0,Cleaner,Facilitate Custodian/Cleaner directly maps to a cleaner role.
Factory Finance Lead,,0,Finance Manager,"Factory Finance Lead is a senior finance role in a factory, equivalent to a finance manager."
Factory labor,,0,Factory Worker,Factory labor is a general term for a factory worker in Ethiopia.
Factory Planning Executive II,,0,Production Planner,Factory Planning Executive II is a mid-level production planning role.
Factory & Quarry Spare Parts Procurement,,0,Procurement Officer,Factory & Quarry Spare Parts Procurement is a procurement role focused on spare parts.
Factory & Quarry Spare Parts Procurement and Control Expert,,0,Procurement Specialist,Factory & Quarry Spare Parts Procurement and Control Expert is a specialized procurement role.
F and B controller and restaurant supervisor,,0,Food and Beverage Supervisor,"Combines F&B control and restaurant supervision, closest to F&B Supervisor."
የምግብና መጠጥ መስተንግዶ ሱፐርቫይዘር (F and B Supervisor),,0,Food and Beverage Supervisor,Direct translation of the Amharic title to F&B Supervisor.
Farm Capo,,0,Farm Supervisor,Capo is a supervisor role in Ethiopian farm context.
Farm Forman,,0,Farm Supervisor,"Forman is a misspelling of Foreman, a supervisory farm role."
Fashion Designer Show Room Sales,,0,Fashion Designer and Sales Associate,"Combines design and showroom sales, closest to a dual role."
Fast English & Amharic Typist,,0,Typist,"Focus on fast typing in English and Amharic, core typist role."
ምግብና መጠጥ ቁጥጥር (f&b control),,0,Food and Beverage Controller,"Amharic for F&B control, directly mapped to F&B Controller."
F & B controller,,0,Food and Beverage Controller,Standard abbreviation for Food and Beverage Controller.
የሆቴል ማናጀር F&B ማናጀር House keeping ማናጀር ሪሴፕሽኒስት,,0,Hotel Manager,"Covers multiple roles including F&B, housekeeping, and reception, closest to Hotel Manager."
FCDO Programme and Partnership Advisor (supported Project of BRC/NLRC TA),,0,Programme and Partnership Advisor,"FCDO context, advisor role for programmes and partnerships."
FCRM Itern,,0,Intern - Financial Crime Risk Management,FCRM likely stands for Financial Crime Risk Management; 'Intern' indicates an entry-level role.
Feasibility report/Marketer,,0,Marketing Specialist,"Combines feasibility report writing with marketing tasks, closest to a marketing role."
Feasibility study and private sector development researcher,,0,Research Analyst,Focus on feasibility studies and private sector development research aligns with research analysis.
Feasibility study Expert,,0,Feasibility Study Analyst,"Expert in feasibility studies, mapped to a standard analyst title."
Admin Secratary,,0,Administrative Secretary,Corrects spelling of 'Secretary' to standard administrative role.
Intern IT Officer,,0,IT Intern,"Intern in IT officer role, standardized to IT Intern."
Internship Program,,0,Intern,"Generic internship program, mapped to general Intern position."
model for a tv ad,,0,Model,"Model for a TV advertisement, directly mapped to standard Model role."
FEMALE OFFICE TO OFFICE OUT DOOR SALES REPORESENTATIVE,,0,Outside Sales Representative,Corrects spelling and removes gender specification; outdoor sales role.
FEMALE OFFICE TO OFFICE OUT DOOR SALES REPRESENTATIVE,,0,Outside Sales Representative,"Same as above, corrects spelling and removes gender specification."
Typist and Banner Designer,,0,Graphic Designer,Banner design is a core graphic design task; typing is secondary.
FFMPEG developer,,0,Video Software Engineer,FFMPEG is a multimedia framework used in video processing and streaming.
Fiber Optic And Transmission Manager,,0,Telecommunications Manager,Oversees fiber optic and transmission networks in telecom infrastructure.
Fiber Optics installation work,,0,Fiber Optic Technician,Installation work is a primary duty of a fiber optic technician.
Fiber Optics Rigger,,0,Telecom Rigger,Rigging for fiber optics is common in telecom tower and cable work.
Fiber Splicer,,0,Fiber Splicer,Directly matches the job title; no change needed.
Field Agents for Financial Literacy and VSLA Promotion (2),,0,Community Field Officer,Promotes financial literacy and VSLA in communities.
Field auto mechanic,,0,Mobile Mechanic,Field auto mechanic performs repairs on-site.
Field camera man,,0,Videographer,Field camera work is a key videography role.
Field Facilitators,,0,Field Coordinator,Facilitators coordinate activities and training in the field.
FIELD FINANCE POSITIONS - ROASTER,,0,Finance Officer,"Field finance positions typically involve financial management and reporting, similar to a Finance Officer role."
Field GBV Program Manager/Gambella,,0,GBV Program Manager,"The title explicitly states GBV Program Manager, which is a standard position in humanitarian contexts."
Field Marketing and Sales For Software Company,,0,Sales Representative,Field marketing and sales for a software company aligns with a Sales Representative role focused on client acquisition.
Field mechanic,,0,Mechanic,"Field mechanic is a standard mechanic role, often involving on-site repairs."
Field Monitor Assistant,,0,Monitoring Assistant,"Field Monitor Assistant is equivalent to a Monitoring Assistant, supporting data collection and reporting."
Field Office Gender Officer,,0,Gender Officer,"Field Office Gender Officer is a standard Gender Officer position, focusing on gender mainstreaming in field operations."
Field Program Implementation Lead,,0,Program Implementation Lead,Field Program Implementation Lead is a standard role overseeing program delivery in the field.
Field Promotional Sales,,0,Sales Representative,"Field Promotional Sales involves promoting and selling products, typical of a Sales Representative."
Field Research Facilitators and Coordinators,,0,Research Coordinator,"Field Research Facilitators and Coordinators manage research activities, similar to a Research Coordinator."
የ መስክ ሽያጭ/ Field sales,,0,Field Sales Representative,የ መስክ ሽያጭ/Field sales directly translates to Field Sales Representative.
Field Sales and Project Section Head,,0,Sales Manager,"Field Sales and Project Section Head is a managerial role overseeing sales and projects, closest to Sales Manager in Ethiopian context."
Field Sales Force,,0,Sales Representative,"Field Sales Force refers to sales staff working in the field, equivalent to Sales Representative."
Field Sales for Download Application,,0,Sales Representative,"Field Sales for Download Application involves promoting app downloads in the field, similar to a Sales Representative role."
Field transitor,,0,Field Technician,"Field transitor likely refers to a field technician or field worker, closest to Field Technician."
Field work Supervisor-Livelihood,,0,Program Coordinator,"Field work Supervisor-Livelihood oversees livelihood projects in the field, similar to a Program Coordinator."
Fighting Inequality Program Manager,,0,Program Manager,"Fighting Inequality Program Manager is a program management role focused on inequality, closest to Program Manager."
